sep=	
Culture:	en-US
Date pattern short:	M/d/yyyy
Time pattern long:	h:mm:ss tt
Decimal separator:	.
Software version:	1.2.1

File location:	C:\Users\Matthew_Sasaki\OneDrive - UMass Lowell\Lab Admin\Loligo_resp\Respiration Data\2026_02_08_32C_spallidus.csv
File creation time:	2/8/2026 1:24:20 PM
SDR name:	SDR-1397
Serial number	SEBX0009001397
MUX channel	ON - 03

PARAMETERS
Sig LED current	060
Ref LED current	062
Frequency	060
Sending interval	0000
Pulse lenght	06
Red REF comp.	ON
Temperature comp.	ON

FIRMWARE
ver.4.039.A3.ST	04/30/07, 09:14:36

SETTINGS
Barometric pressure [hPa]:	1013.25
Is air breather:	False
Salinity [‰]:	0.00
Temperature [°C]:	32.00
Set individual organisms per chamber:	False
Organisms per chamber:	1
Chamber volume [µL]:	500.00
Oxygen unit:	AirSaturation

TREATMENTS
ID	Name	Color
X	Not set	#000e0ebe
0	Blank	#ff000000
1	Centennial Park	#ff9bbb59
2	Ochsner Pond	#fff79646

CALIBRATION
Wells	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6
Phase low [°]:	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94	53.94
Phase high [°]:	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67	46.67
Temp. low [°C]:	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10
Temp. high [°C]:	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10	25.10
Treatment ID	2	2	0	0	X	X	0	2	0	0	X	X	1	2	2	1	X	X	1	0	1	1	X	X
Normalization factor	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Organisms	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1


Date [DD-MM-YYYY]	Time [hh:mm:ss]	Time stamp	Relative time [hh:mm:ss]	A1 [Phase]	A2 [Phase]	A3 [Phase]	A4 [Phase]	A5 [Phase]	A6 [Phase]	B1 [Phase]	B2 [Phase]	B3 [Phase]	B4 [Phase]	B5 [Phase]	B6 [Phase]	C1 [Phase]	C2 [Phase]	C3 [Phase]	C4 [Phase]	C5 [Phase]	C6 [Phase]	D1 [Phase]	D2 [Phase]	D3 [Phase]	D4 [Phase]	D5 [Phase]	D6 [Phase]	A1 [Amplitude]	A2 [Amplitude]	A3 [Amplitude]	A4 [Amplitude]	A5 [Amplitude]	A6 [Amplitude]	B1 [Amplitude]	B2 [Amplitude]	B3 [Amplitude]	B4 [Amplitude]	B5 [Amplitude]	B6 [Amplitude]	C1 [Amplitude]	C2 [Amplitude]	C3 [Amplitude]	C4 [Amplitude]	C5 [Amplitude]	C6 [Amplitude]	D1 [Amplitude]	D2 [Amplitude]	D3 [Amplitude]	D4 [Amplitude]	D5 [Amplitude]	D6 [Amplitude]	A1 [Oxygen]	A2 [Oxygen]	A3 [Oxygen]	A4 [Oxygen]	A5 [Oxygen]	A6 [Oxygen]	B1 [Oxygen]	B2 [Oxygen]	B3 [Oxygen]	B4 [Oxygen]	B5 [Oxygen]	B6 [Oxygen]	C1 [Oxygen]	C2 [Oxygen]	C3 [Oxygen]	C4 [Oxygen]	C5 [Oxygen]	C6 [Oxygen]	D1 [Oxygen]	D2 [Oxygen]	D3 [Oxygen]	D4 [Oxygen]	D5 [Oxygen]	D6 [Oxygen]
2/8/2026	1:24:13 PM	134150486532813869	0:00:00	45.77	45.74	45.18	45.56	46.08	45.96	45.48	45.55	45.40	45.46	45.94	46.11	45.40	45.61	45.57	45.61	46.06	45.98	45.61	45.33	45.53	45.43	46.02	46.07	86037	80876	80766	84932	75670	75252	74720	81844	80977	82514	72214	71922	72745	76967	81538	77491	68972	62235	70194	70923	75733	71151	71870	62472	95.3	95.7	104.3	98.4	90.6	92.4	99.7	98.6	100.9	100.0	92.7	90.2	100.9	97.7	98.3	97.7	90.9	92.1	97.7	102.0	98.9	100.4	91.5	90.8
2/8/2026	1:24:43 PM	134150486832824018	0:00:30	45.78	45.74	45.17	45.56	46.09	45.97	45.48	45.55	45.38	45.46	45.94	46.10	45.41	45.60	45.57	45.61	46.04	45.98	45.62	45.33	45.53	45.43	46.03	46.06	86017	80899	80783	84966	75741	75317	74720	81980	81150	82559	72290	71956	72835	77145	81655	77590	69180	62391	70417	71076	75830	71162	72096	62613	95.1	95.7	104.4	98.4	90.5	92.3	99.7	98.6	101.2	100.0	92.7	90.3	100.7	97.8	98.3	97.7	91.2	92.1	97.5	102.0	98.9	100.4	91.4	90.9
2/8/2026	1:25:13 PM	134150487132830841	0:01:00	45.78	45.74	45.17	45.56	46.08	45.97	45.48	45.56	45.39	45.45	45.93	46.10	45.39	45.61	45.56	45.61	46.05	45.96	45.62	45.34	45.53	45.44	46.01	46.07	86003	80870	80670	84856	75639	75235	74672	81895	80864	82443	72064	71834	72705	76919	81622	77530	69002	62247	70371	71017	75786	71029	71783	62548	95.1	95.7	104.4	98.4	90.6	92.3	99.7	98.4	101.0	100.1	92.9	90.3	101.0	97.7	98.4	97.7	91.1	92.4	97.5	101.8	98.9	100.3	91.7	90.8
2/8/2026	1:25:43 PM	134150487432844075	0:01:30	45.78	45.75	45.16	45.56	46.08	45.96	45.48	45.56	45.38	45.46	45.93	46.10	45.41	45.62	45.57	45.63	46.05	45.96	45.63	45.34	45.53	45.44	46.02	46.07	85989	80893	80766	84870	75730	75173	74771	81912	80861	82454	72135	71834	72743	77020	81437	77562	68981	62311	70329	70894	75778	71086	71897	62496	95.1	95.6	104.6	98.4	90.6	92.4	99.7	98.4	101.2	100.0	92.9	90.3	100.7	97.5	98.3	97.4	91.1	92.4	97.4	101.8	98.9	100.3	91.5	90.8
2/8/2026	1:26:13 PM	134150487732843020	0:02:00	45.77	45.74	45.14	45.54	46.07	45.94	45.47	45.55	45.37	45.44	45.93	46.09	45.40	45.61	45.55	45.61	46.04	45.95	45.62	45.31	45.53	45.43	46.01	46.05	85972	80907	80795	84839	75497	75173	74734	81949	80873	82400	72067	71726	72692	76980	81541	77524	69041	62209	70368	71120	75864	71114	71842	62501	95.3	95.7	104.9	98.8	90.8	92.7	99.8	98.6	101.3	100.3	92.9	90.5	100.9	97.7	98.6	97.7	91.2	92.6	97.5	102.3	98.9	100.4	91.7	91.1
2/8/2026	1:26:43 PM	134150488032867692	0:02:30	45.77	45.74	45.14	45.54	46.06	45.95	45.46	45.56	45.37	45.44	45.92	46.09	45.40	45.61	45.55	45.61	46.03	45.95	45.61	45.32	45.53	45.44	46.00	46.05	85955	80814	80599	84833	75398	75108	74562	81832	80762	82347	72024	71826	72626	76951	81541	77396	68989	62117	70288	70773	75747	70942	71762	62231	95.3	95.7	104.9	98.8	90.9	92.6	100.0	98.4	101.3	100.3	93.0	90.5	100.9	97.7	98.6	97.7	91.4	92.6	97.7	102.1	98.9	100.3	91.8	91.1
2/8/2026	1:27:13 PM	134150488332868502	0:03:00	45.77	45.74	45.13	45.53	46.05	45.94	45.45	45.55	45.35	45.44	45.90	46.07	45.40	45.60	45.55	45.61	46.02	45.94	45.60	45.30	45.54	45.42	45.99	46.05	85955	80797	80628	84887	75559	75184	74712	82011	80785	82310	72053	71706	72738	76968	81465	77525	68965	62132	70298	70829	75741	71065	71724	62359	95.3	95.7	105.1	98.9	91.1	92.7	100.1	98.6	101.7	100.3	93.3	90.8	100.9	97.8	98.6	97.7	91.5	92.7	97.8	102.4	98.8	100.6	92.0	91.1
2/8/2026	1:27:43 PM	134150488632872820	0:03:30	45.77	45.75	45.11	45.53	46.04	45.93	45.45	45.55	45.34	45.42	45.90	46.06	45.38	45.60	45.54	45.61	46.01	45.94	45.59	45.29	45.52	45.42	45.98	46.04	85943	80624	80450	84819	75545	75383	74584	81804	80816	82205	72053	71774	72631	77066	81348	77463	69087	62173	70276	70757	75711	71015	71906	62319	95.3	95.6	105.4	98.9	91.2	92.9	100.1	98.6	101.8	100.6	93.3	90.9	101.2	97.8	98.8	97.7	91.7	92.7	98.0	102.6	99.1	100.6	92.1	91.2
2/8/2026	1:28:13 PM	134150488932870159	0:04:00	45.78	45.74	45.11	45.54	46.06	45.93	45.45	45.56	45.35	45.43	45.90	46.07	45.39	45.60	45.55	45.61	46.01	45.94	45.61	45.30	45.52	45.44	45.98	46.04	85935	80650	80469	84751	75565	75062	74573	81892	80661	82213	71970	71624	72663	76883	81423	77479	68841	62055	70126	70898	75702	70883	71638	62281	95.1	95.7	105.4	98.8	90.9	92.9	100.1	98.4	101.7	100.4	93.3	90.8	101.0	97.8	98.6	97.7	91.7	92.7	97.7	102.4	99.1	100.3	92.1	91.2
2/8/2026	1:28:43 PM	134150489232877836	0:04:30	45.79	45.74	45.12	45.55	46.06	45.95	45.45	45.58	45.36	45.44	45.91	46.07	45.41	45.63	45.55	45.62	46.02	45.95	45.63	45.31	45.54	45.45	46.00	46.04	85924	80655	80611	84805	75622	75167	74689	81815	80661	82219	72016	71721	72852	76902	81492	77369	68978	62069	70224	70687	75581	71011	71608	62324	95.0	95.7	105.2	98.6	90.9	92.6	100.1	98.1	101.5	100.3	93.2	90.8	100.7	97.4	98.6	97.5	91.5	92.6	97.4	102.3	98.8	100.1	91.8	91.2
